Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Est Dia in M(min),Est Dia in M(max),Est Dia in Miles(min),Est Dia in Miles(max),Est Dia in Feet(min),Est Dia in Feet(max),Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion
23.4,0.0555334912,0.1241766613,55.5334911581,124.1766612574,0.0345069009,0.0771597762,182.1964991311,407.4037573197,10.3584418087,37290.3905111962,23170.7984818041,0.1710743583,66.5479278564,25592360.0,15902355.0,6,0.081367,3.318,2458000.5,0.5519842145897591,2.372190880126137,2.562623401378355,100.9765517736528,1334.513202788297,1.062778960302722,293.7253296524375,3.681602799949552,2458654.915188617,183.4641160461891,0.2697612876724078
17.8,0.7320739893,1.6369672047,732.0739893473,1636.96720474,0.4548895468,1.017163949,2401.8176272101,5370.6274839991,17.373783837,62545.6218132504,38863.4170650166,0.3582829267,139.3720550537,53598364.0,33304478.0,0,0.109354,5.386,2458000.5,0.2381790104348694,1.145550849266033,22.21521029077527,80.21113209162255,447.8370128477652,0.8727046815850249,353.4223941040977,1.418397016947041,2458221.636404156,182.2364315309588,0.803863882779104
21.4,0.1394938229,0.3119176705,139.4938229344,311.9176705226,0.0866774163,0.1938165949,457.6569140361,1023.3519701574,23.4288925802,84344.0132888597,52408.0898127362,0.1532905756,59.6300315857,22931944.0,14249249.0,7,0.00730241,3.431,2458000.5,0.803361690242676,1.919843476082415,5.32707807174349,302.5295930509469,971.6215985940204,0.3775147761354716,62.92841621001688,3.462172176029359,2458431.7062336206,200.231789486474,0.3705146123973942
20.2,0.2424124811,0.5420507863,242.4124811008,542.0507863358,0.1506280858,0.3368146392,795.3165644948,1778.3819018419,14.9594331651,53853.9593945353,33462.7560471211,0.1508847507,58.6941680908,22572038.0,14025614.0,0,0.139163,5.466,2458000.5,0.4072315514275167,1.120538537282404,14.10491473084526,16.4603583636333,433.2500512737769,0.6642198903105706,135.9943885891668,1.576857184254238,2458175.0455633956,214.9650423869225,0.830928926474635
18.3,0.5815070396,1.30028927,581.5070396458,1300.2892700427,0.3613316107,0.807962044,1907.8315559515,4266.0410487267,17.1717946252,61818.4606508269,38411.5873971763,0.4262457732,165.8096008301,63765460.0,39622020.0,1,0.013395,6.017,2458000.5,0.4685677328906181,0.9895267061027035,9.91682854015037,152.4478065215989,359.5337847595645,0.5258664207894388,55.04820444943432,1.453186991415969,2458083.8599596918,276.5319456445037,1.001296721643968
22.3,0.0921626549,0.2060819612,92.1626548503,206.0819612321,0.057267201,0.1280533543,302.370924539,676.1219416887,16.5995378864,59758.3363908618,37131.5062979774,0.3870332643,150.5559387207,57899352.0,35976988.0,1,0.118813,5.463,2458000.5,0.05429070102708548,1.124029659732631,26.03711827840457,37.43875182706679,435.2763623983943,1.06300530153051,81.43757778034959,1.185054017934752,2458034.5809413237,331.8129906967569,0.8270607620785613
26.0,0.0167708462,0.0375007522,16.7708462163,37.5007521798,0.0104209175,0.0233018799,55.0224631002,123.0339677816,8.4241635468,30326.9887684242,18844.0114378023,0.2151590521,83.6968765259,32187338.0,20000284.0,8,0.0433232,4.911,2457431.5,0.2220950972556818,1.319452768808801,9.8610105811725,313.6795948173535,553.5912283173213,1.026408777795932,169.8479252610086,1.612496759821671,2457411.804944092,12.80768148792265,0.650299321205368
19.4,0.3503926411,0.7835017643,350.3926411083,783.5017643338,0.2177238258,0.4868452748,1149.5821926537,2570.543928497,8.3989666015,30236.2797652319,18787.6483907909,0.3954480075,153.8292694092,59158180.0,36759188.0,0,0.0711307,5.011,2458000.5,0.2753375200449524,1.269539933241126,16.14162360574315,269.5893127878703,522.4779611667235,0.91998795642448,334.0949489079494,1.619091910057772,2458169.372400894,243.6428158882391,0.689024278069259
18.2,0.6089126221,1.3615700154,608.9126221057,1361.5700153859,0.3783606449,0.846040122,1997.7448871092,4467.0933692788,12.5097552168,45035.1187803774,27983.0714443962,0.1975982308,76.8657150269,29560276.0,18367904.0,0,0.11466,2.972,2458000.5,0.6189363100675068,2.822814106311054,12.59888356909091,294.9179510324398,1732.294974376328,1.075671959344383,154.7997993384078,4.569956253277724,2458109.9946900797,337.245163778892,0.2078168010212057
23.1,0.063760979,0.1425738833,63.7609789875,142.5738833281,0.0396192233,0.0885912765,209.1895703015,467.7620993781,11.5942731102,41739.3831967495,25935.2295202247,0.0310078665,12.0620603561,4638711.0,2882361.25,7,0.0293952,4.152,2458000.5,0.4692949633868614,1.642711943920234,7.386240813745339,58.54019232766682,769.0251607109042,0.8717955023430278,111.1237090658823,2.413628385497441,2458242.006716334,246.9446380664197,0.4681251256684605
19.5,0.3346223745,0.7482383761,334.6223744549,748.2383760735,0.2079246394,0.464933628,1097.8424710066,2454.8503937571,13.8105990216,49718.156477818,30892.9289514531,0.0611742837,23.7967967987,9151543.0,5686505.0,0,0.0543609,6.335,2458000.5,0.1572953217107533,0.9315949656446578,26.21613896203354,30.79596170964842,328.4272064398105,0.7850594358194631,210.8981090369046,1.078130495469853,2457852.8125990974,161.8850791970179,1.096133307293395
25.0,0.02658,0.0594346868,26.58,59.4346868419,0.0165160412,0.0369309908,87.2047272,194.9956979785,8.34752724,30051.0980639446,18672.5836831216,0.075660936,29.4321041107,11318715.0,7033123.5,8,0.0748122,4.037,2457419.5,0.3968797214457785,1.732985142996381,12.54802991612133,311.3218105748941,833.2794779088052,1.045198482174305,202.4816743089053,2.420771803818458,2457441.206120522,350.6223498895009,0.432027920456477
22.6,0.0802703167,0.1794898848,80.2703167283,179.4898847799,0.049877647,0.1115298092,263.3540659348,588.8775935812,7.5792302493,27285.2288975083,16953.9801446768,0.2453337485,95.4348297119,36701408.0,22805196.0,7,0.196213,4.09,2458000.5,0.305365761964529,1.722002693999244,12.84628738092724,184.962354205721,825.3709261419583,1.196162029241194,166.510278435459,2.247843358757295,2458114.2006999706,310.4074462851707,0.4361675321939828
22.0,0.1058168859,0.2366137501,105.8168859331,236.6137501138,0.0657515442,0.1470249225,347.1682720448,776.2918559233,16.0610662796,57819.838606619,35926.9991608739,0.49007135,190.6377563477,73313632.0,45554980.0,1,0.013789,6.449,2458000.5,0.5146651431643737,0.9061444567592144,8.805309986974386,211.1157354680615,315.0609541635102,0.4397834901936297,44.6338158622501,1.372505423324799,2458106.754743089,238.5895014705892,1.142636036749788
27.4,0.0088014652,0.0196806745,8.801465209,19.6806745089,0.0054689752,0.0122290004,28.8761991163,64.5691441559,20.5152508896,73854.9032024477,45890.5647148765,0.4939695864,192.1541748047,73896800.0,45917344.0,7,0.0107316,4.633,2458000.5,0.325855432901811,1.426430572358434,5.784486909809293,230.4764176115702,622.2635817766428,0.961620420698198,144.0629609677283,1.891240724018669,2458296.084396638,188.994680219132,0.5785329730725258
25.7,0.0192555078,0.0430566244,19.2555078188,43.0566244241,0.0119648141,0.0267541378,63.1742402722,141.2618956756,13.0144093636,46851.8737088056,29111.9323053409,0.0123953273,4.8217821121,1854314.5,1152217.625,9,0.00501402,4.625,2455588.5,0.4718578801915863,1.40245701462962,2.551353034948882,317.68606063,606.6424058827861,0.7406966206466672,87.08053512438039,2.064217408612573,2455533.200116492,32.8166278352917,0.5934303248651535
21.3,0.1460679643,0.3266178974,146.0679642714,326.6178974458,0.090762397,0.2029508896,479.2256199,1071.581062656,5.6897397192,20483.0629891316,12727.3787778857,0.0328978835,12.7972764969,4921453.0,3058049.25,2,0.0190611,7.196,2458000.5,0.2822260555873711,0.8072442478799036,6.793999005109728,236.9246028895312,264.9145827084916,0.5794188879051644,173.9952836,1.035069607854643,2457918.6176100657,111.2723205908555,1.358928588676974
20.6,0.2016299194,0.4508582062,201.6299194428,450.8582061718,0.1252869847,0.2801502144,661.5155049046,1479.1936371367,18.6806202512,67250.2329044824,41786.6794400102,0.4793954177,186.4848175049,71716536.0,44562588.0,1,0.0367835,4.118,2458000.5,0.3836068966139597,1.69636469597206,4.835215901038818,160.9186993500462,807.0069318808823,1.045627499424735,179.8823533698328,2.347101892519386,2457780.5883012265,98.1010304012944,0.446092822475455
18.6,0.5064714588,1.1325046106,506.4714588346,1132.5046106177,0.3147066768,0.7037055224,1661.651821003,3715.566426699,7.8870155913,28393.2561287594,17642.4651762283,0.4022380339,156.4705963135,60173956.0,37390364.0,0,0.0990272,4.775,2458000.5,0.2314231314104754,1.36312510592072,15.95267012432873,1.934106402136816,581.3022472232119,1.047666425404311,137.3531848757707,1.678583786437129,2458029.6067196624,341.9742326327728,0.6192991713341254
21.7,0.1214940408,0.2716689341,121.4940407996,271.6689340891,0.0754928736,0.1688071972,398.6025088171,891.3023057169,3.6988201269,13315.7524569425,8273.8907419263,0.4841221724,188.3235321045,72423648.0,45001968.0,4,0.0903339,4.035,2458000.5,0.3975988350306602,1.749886130994106,4.265543103243991,268.9530386878776,845.4990238070224,1.05413344387454,112.3718403703474,2.445638818113672,2457976.83036108,10.07815475984051,0.4257840516231829
24.3,0.0366906138,0.0820427065,36.6906137531,82.0427064882,0.0227984834,0.0509789586,120.3760332259,269.1689931548,11.3767023925,40956.128612883,25448.5455817106,0.0827552421,32.1917915344,12380009.0,7692580.5,7,0.0558948,7.404,2458000.5,0.4009808265262483,0.7756431778134538,10.64182928594618,216.4820443775928,249.511974145755,0.4646251352843694,173.1568110516509,1.086661220342538,2458118.021174137,190.4385076738049,1.442816527072574
20.1,0.2538370294,0.5675968529,253.8370293645,567.5968528656,0.1577269688,0.3526882241,832.7986794202,1862.1944587557,10.4917310696,37770.2318506248,23468.9532296285,0.1620130605,63.0230789185,24236808.0,15060054.0,0,0.0153549,3.647,2458000.5,0.5722897136644658,1.964406312621457,7.883956698325437,140.4855051008781,1005.646643623508,0.8401967864506545,313.4240841041482,3.08861583879226,2458293.5819746093,255.0829185097833,0.3579786222950655
22.2,0.096506147,0.2157943048,96.5061469579,215.7943048444,0.059966121,0.134088323,316.6212271853,707.9865871058,1.5564373389,5603.1744199839,3481.5946833506,0.4421889905,172.011505127,66150532.0,41104032.0,1,0.170088,3.949,2458000.5,0.3659609854143355,1.828534395867664,0.7331821397210585,15.23178254723687,903.1359458038664,1.159362146491927,34.75790705729253,2.497706645243401,2458017.1220867303,353.3742519598559,0.3986110858200533
21.9,0.1108038821,0.2477650126,110.8038821264,247.7650126055,0.068850319,0.1539539936,363.5298086356,812.8773639568,18.0794214947,65085.9173809088,40441.8579414875,0.4360828141,169.63621521,65237060.0,40536428.0,1,0.0234636,4.237,2458000.5,0.3807958275578264,1.623702239017111,1.743665917998124,82.11172486879722,755.7149455274648,1.005403201203094,10.29946119997619,2.242001276831127,2457873.992256586,60.26450568236255,0.4763700944788535
20.5,0.2111324448,0.4721064988,211.1324447897,472.1064988055,0.1311915784,0.2933532873,692.6917701639,1548.9058855411,14.6305339878,52669.9223561336,32727.0414773432,0.0802742455,31.226682663,12008856.0,7461957.5,0,0.00179697,3.809,2458000.5,0.5417730223241284,1.854623266956932,0.3538737115975904,27.86892083129185,922.5331537629444,0.8498384143450262,140.4731327646481,2.859408119568838,2458012.756424056,355.2171771365275,0.3902298779524472
18.5,0.5303407233,1.1858779086,530.3407233187,1185.8779085771,0.3295383456,0.7368701419,1739.963058693,3890.675677576,18.8508512966,67863.0646679004,42167.4692654518,0.2207406539,85.8681182861,33022334.0,20519126.0,0,0.134651,6.345,2458000.5,0.2742321551611447,0.9136335757624728,36.28414633490178,109.0770212864657,318.974895592967,0.6630858712535468,346.8725461415661,1.164181280271399,2458055.4094351833,298.0283622973726,1.128615464645794
20.0,0.2658,0.5943468684,265.8,594.3468684194,0.1651604118,0.369309908,872.047272,1949.9569797852,10.1591602702,36572.9769726851,22725.0256083887,0.2231691134,86.812789917,33385626.0,20744866.0,1,0.0718663,4.321,2458000.5,0.4861032122323588,1.528885553074842,14.32729156948299,23.20722839242471,690.4955629707003,0.785689374589515,270.7734009041169,2.272081731560169,2458102.63104099,306.7524822343283,0.5213646825638991
17.9,0.6991252322,1.5632915441,699.1252322458,1563.2915440869,0.4344161447,0.97138403,2293.7180269613,5128.9094295021,24.0740291824,86666.5050566249,53851.1958781012,0.4406625545,171.4177398682,65922180.0,40962144.0,0,0.010566,7.912,2454724.5,0.4179262386660452,0.7184976905003903,7.341854914201308,82.00123323283424,222.4520906135928,0.4182186532193219,167.2965171869824,1.018776727781459,2454797.9123443547,241.1948950677448,1.618325991034775
25.7,0.0192555078,0.0430566244,19.2555078188,43.0566244241,0.0119648141,0.0267541378,63.1742402722,141.2618956756,14.3724757299,51740.9126275295,32149.7909601446,0.1506473135,58.6018028259,22536518.0,14003543.0,7,0.0239186,6.9,2458000.5,0.3480787900907887,0.8437060279865839,14.09444736124599,87.43496184239206,283.0643359566189,0.5500298545727087,32.0823735361197,1.137382201400459,2458103.5786302225,228.9050432485645,1.27179568130113
19.0,0.4212646106,0.9419763057,421.2646105562,941.9763057186,0.2617616123,0.5853167591,1382.1017848971,3090.4735428537,19.3314376638,69593.1755898492,43242.4929102594,0.2729092367,106.1616897583,40826640.0,25368498.0,4,0.0723948,3.402,2458000.5,0.7076937472314243,1.972655780319456,28.49980162382593,107.9103020199953,1011.988065800937,0.5766196191474509,77.47282878244877,3.368691941491461,2458377.194265923,225.9965069597418,0.3557354203728465
24.4,0.0350392641,0.0783501764,35.0392641108,78.3501764334,0.0217723826,0.0486845275,114.9582192654,257.0543928497,27.4431079937,98795.1887773571,61387.4882711306,0.4579256949,178.133102417,68504712.0,42566856.0,7,0.00568196,8.152,2458000.5,0.5346643854525518,0.6902967959994935,3.597700240360242,185.5826068905559,209.4846537572865,0.3212196837865588,12.68957258582139,1.059373908212428,2458055.9890667647,264.6418738701183,1.718502971664473
28.3,0.0058150704,0.0130028927,5.8150703965,13.0028927004,0.0036133161,0.0080796204,19.0783155595,42.6604104873,17.2079315894,61948.5537217349,38492.4221722635,0.4367126187,169.8812103271,65331280.0,40594976.0,5,0.00287885,6.35,2458000.5,0.1500440481200807,0.944316784445594,4.178320885585729,183.8807483291052,335.1776026349116,0.8026276713996393,238.5916642560412,1.086005897491548,2458043.6872762563,313.6143843440638,1.074057446470031
28.3,0.0058150704,0.0130028927,5.8150703965,13.0028927004,0.0036133161,0.0080796204,19.0783155595,42.6604104873,7.9206110264,28514.1996950691,17717.6148049722,0.0056298404,2.190007925,842212.125,523326.34375,6,0.000726728,5.469,2458000.5,0.2768179656884798,1.138353516197415,2.232081968519954,54.1192972154016,443.6231046837844,0.8232368116093187,97.45169680225564,1.453470220785511,2457981.1055745864,15.73856968939628,0.811499663112923
23.6,0.0506471459,0.1132504611,50.6471458835,113.2504610618,0.0314706677,0.0703705522,166.1651821003,371.5566426699,9.9403819675,35785.375083172,22235.6404232077,0.08962569,34.8643913269,13407812.0,8331228.0,7,0.0672121,6.098,2458000.5,0.3675326427022826,0.981450655761091,9.676830169742416,0.8317866310987827,355.141259983995,0.620735502567329,138.9835264813726,1.342165808954853,2458039.0689821434,320.9033499172974,1.013681147654384
22.2,0.096506147,0.2157943048,96.5061469579,215.7943048444,0.059966121,0.134088323,316.6212271853,707.9865871058,6.8320885223,24595.5186803966,15282.6988156053,0.3300386241,128.3850250244,49373076.0,30679008.0,0,0.0187398,5.729,2458000.5,0.2218865427623185,1.073232502439458,6.275099539598104,305.927729010082,406.1057623243763,0.8350966528930148,78.01704224657533,1.3113683519859,2457902.5540220905,86.82603232632167,0.8864685837982537
21.8,0.1160259082,0.2594418179,116.0259082094,259.4418179074,0.0720951346,0.1612096218,380.6624406898,851.1870938635,17.7055236052,63739.8849788568,39605.4857525569,0.239707457,93.2462005615,35859724.0,22282200.0,6,0.211938,3.085,2458000.5,0.5290576790456816,2.491437647209852,31.98468387245937,324.9927764948911,1436.393598008491,1.173323428089974,158.0269335144087,3.809551866329731,2457404.2708475515,149.4315312871819,0.2506276834560716
24.2,0.0384197891,0.0859092601,38.4197891064,85.9092601232,0.0238729428,0.0533815229,126.0491808919,281.8545369825,13.8958992838,50025.2374215004,31083.7371078206,0.312187638,121.4409942627,46702608.0,29019654.0,6,0.036039,5.118,2458000.5,0.2342994501420863,1.24851465079394,4.151419360342046,97.5041204619366,509.5524467856896,0.9559883546185812,66.08044970670223,1.541040946969299,2458250.771016468,183.1829392697557,0.7065023478366512
19.2,0.3841978911,0.8590926012,384.1978910643,859.0926012318,0.2387294278,0.5338152287,1260.4918089193,2818.5453698252,22.1710711163,79815.8560188308,49594.4689801452,0.400386288,155.7502593994,59896936.0,37218228.0,0,0.224056,4.633,2458000.5,0.2177546520742673,1.314899411148717,46.44804088166741,21.75193980628714,550.7280834938044,1.028573947361369,85.46625051491108,1.601224874936064,2457765.854510609,153.3830917878041,0.6536801205345649
19.0,0.4212646106,0.9419763057,421.2646105562,941.9763057186,0.2617616123,0.5853167591,1382.1017848971,3090.4735428537,15.5243262671,55887.5745616928,34726.3654269585,0.1544314277,60.0738258362,23102614.0,14355299.0,0,0.0486794,3.607,2458000.5,0.6004890252454106,1.975250910376768,9.10612749164124,182.3297532071272,1013.985705903247,0.7891344165895127,43.25540356656504,3.161367404164023,2458066.83544905,336.4486210020508,0.3550345906299697
26.3,0.0146067964,0.0326617897,14.6067964271,32.6617897446,0.0090762397,0.020295089,47.92256199,107.1581062656,8.0421878467,28951.8762481285,17989.5699942885,0.4966126117,193.1823120117,74292192.0,46163028.0,6,0.000822865,5.629,2458000.5,0.2762164774225852,1.087621882655883,16.0101129839823,222.229441548185,414.3003805415065,0.7872027974609547,269.2977677875609,1.388040967850811,2457856.547135935,125.085646785044,0.8689347558152523
18.0,0.6676594135,1.4929318344,667.6594134952,1492.931834393,0.4148641974,0.9276645469,2190.4837101717,4898.07047955,31.8984817535,114834.5343126569,71353.7138344395,0.4005420137,155.8108520508,59920232.0,37232708.0,0,0.0888206,5.735,2458000.5,0.4928912402118253,1.018550412349483,35.55663293109077,337.7784743606296,375.4673869951035,0.5165158363882801,254.4065266425643,1.520584988310685,2457959.2911167694,39.51128240872099,0.9588049787256084
17.6,0.8027031673,1.7948988478,802.7031672829,1794.8988477988,0.4987764698,1.115298092,2633.5406593483,5888.7759358124,19.3221755087,69559.8318313279,43221.774395416,0.2020009692,78.57837677,30218916.0,18777164.0,0,0.0399452,3.86,2458000.5,0.5616728985717119,1.719436957460899,28.81905420819335,222.8239611425891,823.5269435528639,0.7536758176525105,280.8992125856894,2.685198097269287,2457602.4596962365,174.0009971461089,0.4371441673139269
21.8,0.1160259082,0.2594418179,116.0259082094,259.4418179074,0.0720951346,0.1612096218,380.6624406898,851.1870938635,13.8286945272,49783.3002977656,30933.4067877977,0.2081156555,80.9569854736,31133658.0,19345558.0,0,0.0732779,5.587,2454727.5,0.01604580508682486,1.094269847743193,24.81286050808693,211.3604962893569,418.1047251374934,1.076711407053916,7.18133979297567,1.11182828843247,2454621.9872267367,90.84948361261634,0.8610282983087892
21.6,0.1272198785,0.2844722965,127.2198785394,284.4722965033,0.0790507431,0.1767628354,417.3880663071,933.3080892598,17.4812473756,62932.4905519807,39103.8022543682,0.3954425767,153.8271636963,59157368.0,36758684.0,1,0.0277283,4.478,2458000.5,0.5624055543647528,1.439534285760391,7.159009618489428,54.4435921435135,630.8577554560303,0.6299322077502498,256.0551088745777,2.249136363770532,2458240.3456954127,223.1316654162041,0.570651619777212
28.6,0.0050647146,0.0113250461,5.0647145883,11.3250461062,0.0031470668,0.0070370552,16.61651821,37.155664267,5.4493312804,19617.5926094791,12189.6091411511,0.003810283,1.4822001457,570010.25,354187.9375,6,0.00220111,5.349,2458000.5,0.2299595839786057,1.176188921427005,1.990548431564578,336.8735046974825,465.9228968858448,0.905713006375406,120.0623447551711,1.446664836478604,2457796.5160968,157.6102089911095,0.772660031104252
24.4,0.0350392641,0.0783501764,35.0392641108,78.3501764334,0.0217723826,0.0486845275,114.9582192654,257.0543928497,6.133122815,22079.2421340317,13719.1824248932,0.0740062564,28.7884349823,11071179.0,6879311.5,8,0.0738452,3.927,2454716.5,0.4191478665851935,1.818326815868083,6.93747059248011,162.011920128954,895.5840331804251,1.056179010242328,212.6670979391973,2.580474621493838,2454746.070023518,348.1136687657232,0.401972329410069
23.0,0.0667659413,0.1492931834,66.7659413495,149.2931834393,0.0414864197,0.0927664547,219.0483710172,489.807047955,15.1431679945,54515.4047803602,33873.7524869966,0.0471395798,18.3372974396,7051981.0,4381898.0,8,0.0467957,3.644,2456667.5,0.5992651685843551,1.949643023577379,5.683804829439019,143.6603635256764,994.3312230337835,0.7812898683739693,33.63449307061946,3.117996178780789,2456713.1958355512,343.4557133304035,0.3620523942732195
18.4,0.5553349116,1.2417666126,555.334911581,1241.766612574,0.3450690093,0.7715977618,1821.9649913114,4074.0375731972,11.858580375,42690.8893499161,26526.4584407854,0.3131420639,121.8122634888,46845384.0,29108374.0,0,0.06596,5.338,2458000.5,0.474092197151463,1.153595920482586,4.159055139811398,337.201487192213,452.5629474491103,0.6066850959160323,168.4434071495038,1.700506745049139,2458039.817014876,328.7245157053662,0.7954694524356332
19.5,0.3346223745,0.7482383761,334.6223744549,748.2383760735,0.2079246394,0.464933628,1097.8424710066,2454.8503937571,28.0191018508,100868.7666630539,62675.9289301626,0.1195602135,46.5089225769,17885954.0,11113816.0,5,0.0126644,4.637,2458000.5,0.8703048673966332,1.245516149261899,17.75270921345073,315.8750237727837,507.7178955587087,0.1615373821381569,146.1402616015721,2.329494916385642,2458193.228189779,223.3450801568934,0.709055172467074
27.3,0.0092162655,0.0206081961,9.216265485,20.6081961232,0.0057267201,0.0128053354,30.2370924539,67.6121941689,9.8004999675,35281.7998831269,21922.7383773796,0.1391703671,54.1372718811,20819590.0,12936694.0,5,0.0015645,6.239,2458000.5,0.3375145039646837,0.956168651584986,8.837241228678314,313.5864885618192,341.5074469950701,0.6334478634386991,294.9864184937376,1.278889439731273,2457859.492094592,148.6434524150862,1.054149779653844
20.2,0.2424124811,0.5420507863,242.4124811008,542.0507863358,0.1506280858,0.3368146392,795.3165644948,1778.3819018419,11.8865609808,42791.6195307972,26589.0482579001,0.2459066805,95.657699585,36787116.0,22858454.0,1,0.175909,3.134,2458000.5,0.5893962982263675,2.491810121865178,20.73281965400971,324.8649200968495,1436.715725399718,1.023146460154849,122.7305476281022,3.960473783575508,2458011.7289673816,357.1863409121494,0.250571489986192
19.4,0.3503926411,0.7835017643,350.3926411083,783.5017643338,0.2177238258,0.4868452748,1149.5821926537,2570.543928497,14.0191453085,50468.9231107343,31359.4261406671,0.3668870272,142.7190551758,54885520.0,34104280.0,0,0.00539934,4.39,2458000.5,0.6397832053136242,1.447801625473809,10.93037626309689,98.59539016901545,636.3001369292782,0.5215224608699002,260.0680784769342,2.374080790077718,2458025.92791138,345.6136317353261,0.565770741048909
21.3,0.1460679643,0.3266178974,146.0679642714,326.6178974458,0.090762397,0.2029508896,479.2256199,1071.581062656,7.5499161576,27179.6981672247,16888.4074528514,0.1818797762,70.7512283325,27208828.0,16906782.0,2,0.160533,4.881,2458000.5,0.1839948083844112,1.327671483311088,14.40789926797543,330.1758335515338,558.77165547596,1.083386823141818,290.1933203118511,1.571956143480359,2457758.119117221,156.158811824858,0.6442703320256163
23.4,0.0555334912,0.1241766613,55.5334911581,124.1766612574,0.0345069009,0.0771597762,182.1964991311,407.4037573197,6.837098799,24613.5556763703,15293.9063034647,0.0809413694,31.4861927032,12108657.0,7523970.5,7,0.0794922,3.181,2458000.5,0.5826842347156093,2.537919066039408,5.241605852367598,81.25983409793885,1476.777542705895,1.059113637274082,337.5213592210093,4.016724494804734,2458492.002724728,240.1844043633356,0.2437740211977852
24.8,0.0291443905,0.0651688382,29.1443904535,65.1688382168,0.018109479,0.0404940262,95.6180819754,213.8085311752,11.0660133998,39837.6482394146,24753.5653740963,0.0306251064,11.9131669998,4581451.0,2846781.5,9,0.00322592,4.743,2456989.5,0.4291719290271252,1.36066148915822,6.128661309227904,251.3829091522229,579.7270520847442,0.7767037731032657,254.7123204922095,1.944619205213173,2457049.121318236,322.976241167773,0.6209818891587198
20.7,0.1925550782,0.4305662442,192.5550781879,430.566244241,0.1196481415,0.2675413778,631.7424027221,1412.6189567557,30.8657988611,111116.8759001044,69043.7054724843,0.0640147944,24.9017543793,9576477.0,5950547.0,0,0.00333577,3.003,2458000.5,0.8553110647602077,2.238733308557703,3.219758407594587,287.7249011608487,1223.494350085143,0.3239199387010715,238.1067682383966,4.153546678414335,2457504.9170989506,145.8199168351419,0.2942392010023974
24.2,0.0384197891,0.0859092601,38.4197891064,85.9092601232,0.0238729428,0.0533815229,126.0491808919,281.8545369825,4.2642479906,15351.2927660203,9538.6963300863,0.1222929263,47.5719490051,18294762.0,11367838.0,0,0.034775,6.061,2458000.5,0.1039704505486476,1.001383453618808,7.77408544694362,66.40657284052057,366.015134388046,0.8972691647741002,306.9337201441289,1.105497742463517,2458029.4875581446,331.4888266861752,0.9835658861535796
25.4,0.022108281,0.0494356193,22.1082810359,49.435619262,0.0137374447,0.0307178602,72.5337327539,162.1903570994,3.0047984308,10817.2743507681,6721.433609787,0.0934024657,36.3335609436,13972810.0,8682302.0,7,0.0888182,4.974,2458000.5,0.1776045311604846,1.303073871335825,5.355514011940523,340.0766126163834,543.3153583287664,1.071642047349749,159.7974717121523,1.534505695321902,2457968.8293250366,20.98494513750135,0.6625986077539885
26.6,0.0127219879,0.0284472297,12.7219878539,28.4472296503,0.0079050743,0.0176762835,41.7388066307,93.330808926,7.0338201988,25321.7527155499,15733.9524026149,0.1468899699,57.1401977539,21974426.0,13654276.0,7,0.0343444,4.918,2458000.5,0.2353387498738848,1.313534375551284,11.6578340705379,229.8127465787248,549.8707156699771,1.004408837692671,151.8794654062035,1.622659913409897,2457862.8509561825,90.11873948200576,0.654699349757818
19.9,0.2783267681,0.6223575734,278.3267680719,622.3575733667,0.1729441822,0.3867149477,913.1455937611,2041.8556210042,12.648083808,45533.1017088554,28292.4986701496,0.3803130353,147.9417724609,56894020.0,35352304.0,0,0.0807597,6.419,2458000.5,0.4034355461548302,0.918884510791844,10.53351561859993,205.297250983349,321.7287141305948,0.5481738363273223,95.41295794635704,1.289595185256365,2457849.1173174363,169.3904315323507,1.118955145091185
20.0,0.2658,0.5943468684,265.8,594.3468684194,0.1651604118,0.369309908,872.047272,1949.9569797852,6.6353647713,23887.313176695,14842.6474569303,0.2671460792,103.9198226929,39964484.0,24832780.0,4,0.242684,3.172,2458000.5,0.5341664651236567,2.609293475203653,10.44153598083112,167.3196836485923,1539.511081323929,1.215496403083896,218.5695580895732,4.00309054732341,2458371.781247692,273.1794172899874,0.2338404733601604
20.3,0.2315021222,0.5176544822,231.5021222103,517.6544821978,0.1438487052,0.3216554833,759.5214226325,1698.3415313737,8.7559744161,31521.507897812,19586.2391712821,0.1393519898,54.2079238892,20846762.0,12953577.0,4,0.0865086,4.78,2458000.5,0.4041684002402237,1.349682471225216,7.09789180365349,260.4937826240486,572.7246008960827,0.804183465997849,159.9561442307084,1.895181476452584,2457995.189050235,3.338326854638035,0.6285743609349859
23.1,0.063760979,0.1425738833,63.7609789875,142.5738833281,0.0396192233,0.0885912765,209.1895703015,467.7620993781,13.1623518606,47384.4666982698,29442.8648770444,0.2938389388,114.303352356,43957680.0,27314036.0,0,0.028754,4.678,2458000.5,0.283174028104508,1.414064529436694,3.286881857930199,293.8110194111193,614.1893331733105,1.013638180636399,312.9042997503466,1.814490878236988,2457921.271949308,46.4386089251047,0.586138476453182
